Order_ID,Order_Date,Product,Category,Quantity,Price,Revenue,Region,Customer_Type
14739,2023-08-19,Mouse,Accessories,5.0,24.53,122.64,East,Regular
10913,2022-05-25,Graphics Card,Components,1.0,433.97,433.97,South,Regular
13058,2023-01-25,Keyboard,Accessories,7.0,48.56,339.94,Central,Regular
10663,2022-04-05,SSD,Storage,4.0,167.99,671.94,Central,VIP
12854,2022-12-19,Monitor,Display,8.0,294.18,2353.44,North,New
10381,2022-03-11,CPU Cooler,Components,4.0,34.08,,West,Premium
12142,2022-11-28,Power Supply,Components,7.0,78.14,546.99,East,New
15825,2023-11-06,Motherboard,Components,3.0,207.42,622.25,North,Premium
15200,2023-09-19,Graphics Card,Components,5.0,490.38,2451.92,North,Regular
15088,2023-09-15,Webcam,Accessories,2.0,56.55,113.09,West,New
15133,2023-09-08,Mouse,Accessories,6.0,27.87,167.22,East,New
12624,2022-12-18,Webcam,Accessories,6.0,63.57,381.42,South,New
12265,2022-11-10,Graphics Card,Components,1.0,514.37,514.37,East,Regular
15085,2023-09-26,Headphones,Audio,1.0,91.1,91.1,South,VIP
10862,2022-05-24,Headphones,Audio,4.0,81.33,325.31,West,Premium
14461,2023-07-27,CPU Cooler,Components,1.0,44.12,44.12,South,VIP
12014,2022-10-12,CPU Cooler,Components,7.0,40.16,281.1,South,Premium
14499,2023-07-18,Monitor,Display,7.0,326.74,2287.17,North,VIP
13870,2023-05-27,Motherboard,Components,7.0,174.59,1222.15,North,VIP
14355,2023-06-25,Graphics Card,Components,7.0,490.21,3431.46,East,VIP
11016,2022-06-10,Hard Drive,Storage,3.0,88.66,265.98,East,New
12342,2022-11-11,Headphones,Audio,5.0,83.02,550.7851923655011,North,Premium
12557,2022-12-15,SSD,Storage,7.0,144.37,1010.57,East,Premium
12589,2022-12-08,Mouse,Accessories,3.0,24.05,72.15,South,Premium
11001,2022-06-03,Mouse,Accessories,8.0,26.01,208.04,North,VIP
12333,2022-11-18,Headphones,Audio,2.0,85.83,171.67,North,Premium
12337,2022-11-18,RAM,Components,4.0,82.36,329.44,East,Regular
14579,2023-07-06,Graphics Card,Components,8.0,554.51,4436.09,West,Premium
14831,2023-08-17,Power Supply,Components,2.0,80.29,160.58,South,VIP
11995,2022-10-05,RAM,Components,5.0,69.28,346.42,West,Premium
10298,2022-02-09,Mouse,Accessories,6.0,24.53,147.16,West,VIP
12004,2022-10-13,Laptop,Computers,2.0,798.98,1597.96,West,Premium
14019,2023-05-14,Laptop,Computers,2.0,921.2,1842.39,West,Premium
11784,2022-09-06,Case,Components,3.0,63.47,190.4,West,Premium
11178,2022-06-24,CPU Cooler,Components,1.0,40.18,40.18,East,Regular
13842,2023-05-16,Power Supply,Components,3.0,90.62,271.87,West,Regular
12931,2023-01-26,Power Supply,Components,2.0,92.34,184.67,East,New
11619,2022-08-24,Webcam,Accessories,7.0,59.81,418.68,Central,Regular
11374,2022-07-25,SSD,Storage,1.0,132.63,132.63,West,Premium
10143,2022-01-03,Graphics Card,Components,4.0,563.59,2254.35,Central,Premium
10403,2022-03-26,Graphics Card,Components,7.0,517.24,3620.67,North,Premium
16093,2023-12-19,Graphics Card,Components,1.0,498.07,498.07,South,New
12636,2022-12-03,Webcam,Accessories,8.0,64.96,519.71,South,VIP
15010,2023-09-21,Power Supply,Components,4.0,85.37,341.49,North,VIP
14607,2023-07-19,Graphics Card,Components,2.0,540.75,1081.5,North,New
14647,2023-07-10,Laptop,Computers,5.0,842.62,4213.08,South,Premium
12349,2022-11-06,Monitor,Display,7.0,325.72,2280.06,South,Premium
11294,2022-07-12,Hard Drive,Storage,3.0,92.21,276.63,East,VIP
14492,2023-07-20,Webcam,Accessories,8.0,54.94,439.48,West,Premium
10893,2022-05-08,Headphones,Audio,2.0,78.13,156.27,South,New
13756,2023-04-21,CPU Cooler,Components,2.0,,88.55,East,Premium
12326,2022-11-05,Headphones,Audio,2.0,83.6,167.2,East,VIP
11340,2022-07-19,Keyboard,Accessories,,45.05,225.24,West,New
11166,2022-06-28,Monitor,Display,8.0,330.33,2642.63,East,Regular
12140,2022-11-25,CPU Cooler,Components,8.0,44.08,352.65,West,VIP
14007,2023-05-02,Laptop,Computers,4.0,764.1,3056.42,South,Regular
11115,2022-06-13,Webcam,Accessories,1.0,55.65,55.65,East,Premium
14639,2023-07-01,Graphics Card,Components,1.0,437.45,437.45,East,Regular
14654,2023-07-20,Power Supply,Components,8.0,90.65,725.23,North,Premium
15628,2023-11-24,Motherboard,Components,4.0,177.33,709.32,South,New
15145,2023-09-26,Motherboard,Components,2.0,194.27,388.54,South,VIP
13273,2023-02-14,Keyboard,Accessories,4.0,53.55,214.22,Central,New
14288,2023-06-16,USB Cable,Accessories,1.0,9.83,9.83,Central,VIP
14223,2023-06-04,USB Cable,Accessories,5.0,11.15,55.74,Central,Premium
13213,2023-02-22,Laptop,Computers,2.0,799.71,1599.42,West,New
12946,2023-01-04,RAM,Components,3.0,73.55,220.65,North,Premium
10245,2022-02-11,Keyboard,Accessories,8.0,54.98,439.84,East,Regular
13555,2023-03-09,Keyboard,Accessories,7.0,44.34,310.37,East,Regular
13829,2023-04-20,RAM,Components,1.0,84.55,84.55,North,Regular
15234,2023-09-10,Mouse,Accessories,7.0,25.25,176.78,East,VIP
12431,2022-11-27,CPU Cooler,Components,3.0,40.49,,Central,VIP
10190,2022-02-19,Webcam,Accessories,3.0,52.62,157.87,East,New
16063,2023-12-18,Hard Drive,Storage,2.0,100.05,200.1,West,Regular
10285,2022-02-04,Power Supply,Components,5.0,82.92,414.58,North,Regular
13701,2023-04-28,Monitor,Display,4.0,321.6,1286.41,North,Premium
11146,2022-06-14,Motherboard,Components,8.0,211.54,1692.33,South,Premium
11134,2022-06-24,RAM,Components,4.0,90.2,360.78,North,Premium
15755,2023-11-09,RAM,Components,1.0,80.37,80.37,South,New
10906,2022-05-13,Graphics Card,Components,5.0,565.43,2827.16,South,Regular
13004,2023-01-24,Motherboard,Components,7.0,182.83,1279.83,East,New
13573,2023-04-14,Laptop,Computers,5.0,780.31,3901.55,Central,Regular
16201,2023-12-22,Webcam,Accessories,5.0,63.2,316.0,North,VIP
14362,2023-06-20,Webcam,Accessories,7.0,59.8,418.6,South,Premium
16228,2023-12-24,Laptop,Computers,4.0,778.19,3112.78,South,VIP
11278,2022-07-02,Graphics Card,Components,4.0,462.14,1848.57,East,Regular
13176,2023-02-26,Case,Components,,74.36,223.08,North,Premium
14698,2023-08-01,Laptop,Computers,1.0,769.37,769.37,Central,New
10232,2022-02-05,Motherboard,Components,1.0,175.51,175.51,Central,Premium
15143,2023-09-14,Mouse,Accessories,7.0,28.62,200.32,West,Regular
14676,2023-07-10,Headphones,Audio,5.0,79.04,395.18,West,Premium
13080,2023-02-21,Keyboard,Accessories,1.0,53.45,53.45,South,New
14550,2023-07-28,Webcam,Accessories,6.0,67.38,404.27,North,New
11607,2022-08-02,Graphics Card,Components,3.0,565.74,1697.22,South,Regular
12703,2022-12-11,Webcam,Accessories,1.0,55.6,55.6,West,VIP
14089,2023-05-09,USB Cable,Accessories,4.0,11.06,44.23,West,Premium
11018,2022-06-04,RAM,Components,2.0,79.61,159.22,Central,New
10177,2022-02-02,Webcam,Accessories,1.0,56.28,56.28,East,VIP
11591,2022-08-12,Webcam,Accessories,3.0,51.27,153.81,East,Regular
11042,2022-06-01,Headphones,Audio,1.0,84.49,,Central,Regular
12480,2022-11-15,RAM,Components,8.0,79.93,639.45,West,Regular
14414,2023-07-24,Hard Drive,Storage,7.0,113.53,794.73,East,VIP
12242,2022-11-03,Motherboard,Components,4.0,179.25,716.99,Central,New
13705,2023-04-28,Webcam,Accessories,7.0,64.79,453.51,East,Regular
15826,2023-11-10,SSD,Storage,6.0,143.35,860.11,West,VIP
13618,2023-04-07,Mouse,Accessories,2.0,25.97,51.95,West,New
15993,2023-12-18,Headphones,Audio,6.0,77.57,465.4,North,Premium
15744,2023-11-21,Monitor,Display,7.0,283.92,1987.41,West,New
11582,2022-08-12,Keyboard,Accessories,4.0,53.22,212.86,Central,Premium
14421,2023-07-09,Mouse,Accessories,8.0,28.25,225.98,North,Premium
14306,2023-06-13,Headphones,Audio,7.0,85.02,595.16,South,Premium
10292,2022-02-26,Mouse,Accessories,6.0,23.06,138.35,North,New
11228,2022-07-10,Headphones,Audio,2.0,80.33,160.67,South,Regular
10627,2022-04-06,Webcam,Accessories,7.0,57.65,403.54,West,Regular
15537,2023-11-06,Monitor,Display,2.0,298.2,,North,Premium
13957,2023-05-25,Monitor,Display,5.0,292.16,1460.79,North,VIP
13925,2023-05-24,SSD,Storage,1.0,171.17,171.17,South,New
12731,2022-12-05,Graphics Card,Components,3.0,553.68,1661.03,South,Regular
16277,2023-12-08,Laptop,Computers,2.0,869.17,1738.35,Central,New
10351,2022-03-23,RAM,Components,,79.4,396.99,North,New
10356,2022-03-01,Hard Drive,Storage,6.0,97.56,585.38,West,Premium
14657,2023-07-28,Power Supply,Components,3.0,97.74,293.22,Central,Regular
10192,2022-02-17,SSD,Storage,5.0,164.87,824.36,East,VIP
10840,2022-05-17,Headphones,Audio,6.0,90.73,544.37,Central,New
12220,2022-11-02,USB Cable,Accessories,5.0,9.03,45.17,South,New
14267,2023-06-28,Laptop,Computers,5.0,908.93,4544.64,Central,Regular
15833,2023-11-12,USB Cable,Accessories,1.0,9.46,9.46,Central,Regular
16142,2023-12-26,USB Cable,Accessories,2.0,9.33,18.66,East,New
15617,2023-11-14,Power Supply,Components,3.0,99.43,298.3,Central,Regular
13522,2023-03-04,Power Supply,Components,1.0,83.62,83.62,Central,New
16230,2023-12-26,Laptop,Computers,5.0,931.13,4655.66,North,Regular
12170,2022-11-18,Hard Drive,Storage,6.0,113.78,682.71,South,New
10012,2022-01-18,Motherboard,Components,4.0,179.8,719.22,West,New
13940,2023-05-03,Keyboard,Accessories,4.0,53.65,214.61,West,Premium
14229,2023-06-18,Keyboard,Accessories,5.0,54.99,274.97,Central,New
13326,2023-03-14,Motherboard,Components,3.0,176.0,528.0,Central,New
10833,2022-05-07,Laptop,Computers,4.0,879.37,3517.49,North,New
12018,2022-10-05,Motherboard,Components,6.0,205.33,1231.99,Central,New
16307,2023-12-07,Mouse,Accessories,8.0,21.92,175.33,East,VIP
16306,2023-12-01,SSD,Storage,7.0,161.66,1131.63,North,New
15330,2023-10-10,SSD,Storage,6.0,139.58,837.46,North,Premium
14373,2023-06-20,RAM,Components,3.0,89.35,268.04,North,VIP
13175,2023-02-12,Headphones,Audio,4.0,90.79,363.17,North,Premium
15467,2023-10-08,CPU Cooler,Components,2.0,40.05,80.09,West,Premium
14201,2023-06-22,Case,Components,3.0,74.12,222.37,Central,VIP
10415,2022-03-13,Monitor,Display,5.0,273.3,1366.5,North,VIP
10681,2022-04-01,Graphics Card,Components,1.0,519.0,519.0,South,Premium
15001,2023-09-28,USB Cable,Accessories,3.0,11.21,,North,Premium
13849,2023-05-21,Case,Components,6.0,75.13,450.81,Central,Regular
15464,2023-10-15,Webcam,Accessories,2.0,66.63,133.26,East,VIP
11727,2022-09-02,USB Cable,Accessories,8.0,9.64,77.1,East,Regular
14162,2023-06-28,Monitor,Display,2.0,273.5,547.01,South,VIP
10316,2022-02-26,Webcam,Accessories,4.0,53.18,212.74,South,Premium
11937,2022-10-09,Motherboard,Components,3.0,225.49,676.47,Central,VIP
13189,2023-02-26,Motherboard,Components,4.0,225.55,902.19,Central,Premium
11248,2022-07-23,RAM,Components,3.0,78.55,235.66,North,Premium
12657,2022-12-09,SSD,Storage,6.0,150.49,902.94,South,Premium
11909,2022-10-23,SSD,Storage,5.0,148.52,742.58,West,VIP
15571,2023-11-05,Monitor,Display,7.0,278.56,1949.93,North,VIP
13958,2023-05-11,USB Cable,Accessories,5.0,9.35,46.75,East,VIP
12706,2022-12-16,Headphones,Audio,2.0,69.99,139.98,North,VIP
13017,2023-01-23,RAM,Components,8.0,80.63,645.03,North,Regular
13222,2023-02-14,USB Cable,Accessories,6.0,,54.75,North,Premium
14606,2023-07-09,CPU Cooler,Components,2.0,35.24,70.49,North,New
16099,2023-12-05,SSD,Storage,7.0,133.06,931.39,East,VIP
13784,2023-04-21,Monitor,Display,1.0,337.0,337.0,East,VIP
13857,2023-05-23,Hard Drive,Storage,4.0,97.01,388.06,East,VIP
10799,2022-05-16,Power Supply,Components,8.0,100.45,803.63,North,Premium
12268,2022-11-12,Hard Drive,Storage,4.0,112.56,450.25,Central,VIP
16196,2023-12-14,Headphones,Audio,4.0,84.19,336.76,North,New
14624,2023-07-21,Hard Drive,Storage,5.0,103.44,,North,VIP
12489,2022-12-01,Graphics Card,Components,8.0,534.3,4274.4,East,Regular
11252,2022-07-03,Webcam,Accessories,8.0,53.08,424.66,East,VIP
15638,2023-11-04,Case,Components,7.0,60.92,426.41,East,Premium
12214,2022-11-06,Graphics Card,Components,1.0,471.67,471.67,Central,New
11063,2022-06-26,USB Cable,Accessories,6.0,10.13,60.8,South,Premium
10731,2022-04-20,CPU Cooler,Components,4.0,37.28,149.13,East,New
13541,2023-03-22,Laptop,Computers,6.0,858.07,5148.39,South,Premium
13744,2023-04-22,Power Supply,Components,1.0,78.11,78.11,West,VIP
13300,2023-03-27,Graphics Card,Components,7.0,466.28,4330.784255202592,Central,Premium
15879,2023-11-23,Case,Components,8.0,62.69,501.54,North,VIP
12286,2022-11-05,RAM,Components,3.0,82.98,248.95,Central,VIP
14978,2023-09-21,Laptop,Computers,8.0,807.84,6462.72,West,New
15367,2023-10-20,Keyboard,Accessories,2.0,43.33,86.67,East,VIP
15848,2023-11-10,Motherboard,Components,5.0,189.18,945.9,North,Premium
13596,2023-04-07,Webcam,Accessories,1.0,67.2,67.2,South,VIP
10582,2022-04-03,CPU Cooler,Components,6.0,35.47,212.82,West,Regular
11954,2022-10-10,Monitor,Display,7.0,270.9,1896.29,East,VIP
13424,2023-03-02,Mouse,Accessories,8.0,25.15,201.21,Central,Premium
14276,2023-06-21,CPU Cooler,Components,1.0,39.38,39.38,West,VIP
13467,2023-03-02,Laptop,Computers,7.0,795.9,,Central,Premium
16264,2023-12-26,Keyboard,Accessories,8.0,45.63,365.02,South,Regular
11323,2022-07-16,Case,Components,3.0,64.97,258.62795330366276,Central,New
13267,2023-02-09,RAM,Components,1.0,87.39,87.39,East,VIP
11121,2022-06-22,USB Cable,Accessories,5.0,8.95,44.77,East,VIP
10526,2022-03-16,Mouse,Accessories,4.0,24.12,96.49,North,Regular
13485,2023-03-08,Power Supply,Components,4.0,84.81,339.23,North,Regular
13284,2023-03-02,Power Supply,Components,1.0,83.51,83.51,North,VIP
12639,2022-12-10,Keyboard,Accessories,3.0,47.34,142.03,North,Regular
11511,2022-08-21,CPU Cooler,Components,4.0,43.42,173.69,East,Premium
14432,2023-07-20,Headphones,Audio,1.0,75.17,75.17,North,VIP
10749,2022-05-25,CPU Cooler,Components,5.0,39.89,199.43,Central,New
10244,2022-02-19,USB Cable,Accessories,7.0,9.37,65.58,West,Regular
13788,2023-04-17,Hard Drive,Storage,3.0,97.43,292.3,North,Regular
10484,2022-03-18,Keyboard,Accessories,6.0,50.9,305.39,West,Premium
16109,2023-12-07,Webcam,Accessories,3.0,57.15,171.44,West,Regular
10775,2022-05-07,Mouse,Accessories,3.0,26.28,78.85,Central,Regular
10625,2022-04-16,Case,Components,2.0,65.98,,West,VIP
12960,2023-01-20,Keyboard,Accessories,1.0,44.27,44.27,South,New
14394,2023-07-09,RAM,Components,7.0,68.83,481.78,Central,New
13711,2023-04-12,SSD,Storage,2.0,133.88,267.76,Central,Premium
12210,2022-11-11,Case,Components,6.0,78.35,470.11,South,New
14370,2023-06-19,Mouse,Accessories,5.0,26.42,132.08,North,Regular
13525,2023-03-01,SSD,Storage,1.0,144.01,144.01,Central,New
12815,2022-12-12,Laptop,Computers,2.0,947.8,1895.6,West,VIP
15356,2023-10-03,RAM,Components,6.0,81.44,488.67,West,Premium
14890,2023-08-15,RAM,Components,5.0,86.52,432.61,South,Premium
11820,2022-09-16,USB Cable,Accessories,6.0,9.83,58.99,North,New
12787,2022-12-06,Monitor,Display,1.0,327.7,327.7,South,Regular
13647,2023-04-28,Power Supply,Components,3.0,77.51,232.52,North,Regular
13049,2023-01-23,Motherboard,Components,1.0,206.34,206.34,North,New
12907,2023-01-10,CPU Cooler,Components,7.0,35.12,245.81,East,New
15391,2023-10-16,Keyboard,Accessories,5.0,46.96,234.78,East,Premium
14479,2023-07-11,Webcam,Accessories,6.0,62.38,374.27,East,VIP
16273,2023-12-16,Keyboard,Accessories,4.0,53.97,215.88,South,VIP
10421,2022-03-25,Headphones,Audio,7.0,79.19,554.33,East,New
10633,2022-04-04,Power Supply,Components,8.0,81.17,649.34,South,Premium
15244,2023-10-23,Webcam,Accessories,6.0,68.9,413.43,Central,Premium
15433,2023-10-05,Keyboard,Accessories,5.0,56.69,283.47,West,New
14551,2023-07-27,Keyboard,Accessories,3.0,46.82,140.47,North,Regular
16157,2023-12-10,Hard Drive,Storage,4.0,105.57,422.29,East,Premium
15160,2023-09-02,Motherboard,Components,1.0,185.43,185.43,North,New
11349,2022-07-15,Hard Drive,Storage,2.0,110.38,292.9002703251773,South,Regular
16058,2023-12-28,Hard Drive,Storage,2.0,113.89,227.79,North,New
10206,2022-02-04,Case,Components,8.0,61.43,491.4,South,Regular
15517,2023-10-20,Mouse,Accessories,4.0,24.2,96.8,Central,New
10892,2022-05-13,Monitor,Display,3.0,319.34,958.03,West,VIP
14108,2023-05-12,Mouse,Accessories,1.0,22.4,22.4,East,New
16257,2023-12-01,Monitor,Display,3.0,342.45,1027.36,North,VIP
14153,2023-06-01,Motherboard,Components,4.0,206.87,827.49,North,Regular
16279,2023-12-04,Graphics Card,Components,6.0,427.23,2563.4,East,New
10430,2022-03-23,Keyboard,Accessories,1.0,45.78,45.78,West,New
15384,2023-10-14,Case,Components,4.0,76.34,305.37,West,Regular
13684,2023-04-04,RAM,Components,,90.22,270.65,North,VIP
13343,2023-03-18,Power Supply,Components,7.0,103.32,723.25,North,Regular
13323,2023-03-08,Motherboard,Components,7.0,223.35,1563.44,North,New
13143,2023-02-17,Headphones,Audio,7.0,90.79,635.53,Central,New
15142,2023-09-10,Graphics Card,Components,2.0,565.24,1130.48,North,Regular
14920,2023/08/20,Webcam,Accessories,4.0,67.48,,North,Regular
15421,2023-10-10,Monitor,Display,7.0,307.87,2155.11,East,New
12354,2022-11-02,USB Cable,Accessories,6.0,10.44,62.62,South,VIP
14283,2023/06/08,USB Cable,Accessories,2.0,10.77,21.55,South,Regular
16185,2023-12-07,Monitor,Display,1.0,316.16,316.16,West,VIP
10676,2022-04-16,Webcam,Accessories,3.0,56.64,169.92,North,Regular
12969,2023-01-13,Headphones,Audio,7.0,86.54,605.79,West,Regular
10016,2022-01-21,Hard Drive,Storage,3.0,92.95,278.84,South,New
12785,2022-12-14,Headphones,Audio,3.0,80.49,241.48,South,Regular
11934,2022-10-24,CPU Cooler,Components,6.0,43.79,262.76,Central,Regular
10233,2022-02-13,USB Cable,Accessories,8.0,9.52,76.18,East,New
13513,2023-03-09,CPU Cooler,Components,3.0,36.63,109.88,South,Premium
12521,2022-12-13,Case,Components,4.0,67.31,269.23,West,Regular
11609,2022-08-24,Hard Drive,Storage,5.0,89.92,449.62,South,Premium
13811,2023-04-25,Webcam,Accessories,4.0,57.42,229.68,South,New
16155,2023/12/04,Keyboard,Accessories,3.0,45.29,135.88,Central,New
11091,2022-06-19,Laptop,Computers,5.0,928.77,4643.84,Central,Regular
13824,2023-04-04,SSD,Storage,2.0,143.53,287.06,West,Premium
13255,2023-02-06,Webcam,Accessories,6.0,59.04,354.26,West,New
13086,2023-02-25,Power Supply,Components,5.0,77.11,385.57,Central,New
15775,2023-11-15,Case,Components,7.0,72.51,507.59,Central,VIP
15642,2023-11-15,Hard Drive,Storage,2.0,88.21,176.42,South,VIP
12138,2022-11-15,Webcam,Accessories,4.0,62.92,251.69,North,Premium
13103,2023-02-08,Power Supply,Components,7.0,99.9,699.28,South,Premium
12032,2022-10-21,USB Cable,Accessories,2.0,10.21,20.41,South,New
10275,2022-02-17,SSD,Storage,7.0,170.98,1196.87,South,Premium
12225,2022-11-05,SSD,Storage,4.0,172.22,688.88,West,New
15861,2023-11-26,SSD,Storage,6.0,148.78,892.71,South,Premium
15370,2023-10-09,Headphones,Audio,3.0,87.81,263.42,South,VIP
10926,2022-05-04,Hard Drive,Storage,4.0,87.96,351.85,Central,VIP
15928,2023-12-26,Hard Drive,Storage,6.0,106.38,638.26,Central,New
10949,2022-05-24,Graphics Card,Components,1.0,520.08,520.08,West,Regular
13939,2023-05-11,Headphones,Audio,7.0,72.5,507.5,North,Premium
14116,2023-05-11,CPU Cooler,Components,3.0,45.42,136.25,North,Premium
11928,2022-10-16,Mouse,Accessories,7.0,26.67,186.72,East,New
10486,2022-03-01,Motherboard,Components,4.0,196.97,787.9,West,VIP
11053,2022-06-25,Power Supply,Components,8.0,91.83,734.64,North,VIP
10866,2022-05-13,Mouse,Accessories,3.0,21.7,65.1,East,VIP
12397,2022-11-19,Laptop,Computers,3.0,854.75,2564.25,South,VIP
15694,2023-11-28,Monitor,Display,1.0,278.66,278.66,West,Regular
13460,2023-03-06,Hard Drive,Storage,6.0,108.55,651.29,Central,New
15404,2023-10-04,Graphics Card,Components,6.0,447.25,2683.48,South,Regular
15079,2023-09-15,Headphones,Audio,5.0,88.79,443.97,West,VIP
15342,2023-10-20,RAM,Components,4.0,74.05,296.21,West,Regular
11438,2022-08-02,SSD,Storage,3.0,132.8,398.4,East,New
11722,2022-09-22,SSD,Storage,3.0,149.08,447.25,Central,Regular
11896,2022-10-07,SSD,Storage,4.0,160.18,640.74,West,New
14144,2023-06-06,Case,Components,6.0,59.68,358.09,North,Premium
15540,2023-11-07,Motherboard,Components,7.0,213.06,1491.41,Central,VIP
13179,2023-02-02,USB Cable,Accessories,1.0,11.16,11.16,Central,Premium
13944,2023-05-08,RAM,Components,2.0,82.69,165.38,North,Regular
10970,2022-05-13,SSD,Storage,2.0,168.17,336.35,West,Regular
14450,2023-07-13,Keyboard,Accessories,4.0,52.36,209.43,North,New
11193,2022-07-19,Graphics Card,Components,,493.7,3949.61,Central,Premium
16262,2023-12-08,Webcam,Accessories,7.0,,401.43,North,Premium
13777,2023-04-01,Case,Components,3.0,65.18,195.55,East,New
11357,2022-07-02,Graphics Card,Components,8.0,473.74,3789.9,Central,Premium
13181,2023-02-12,Laptop,Computers,3.0,918.07,2754.21,West,Regular
12851,2022-12-07,Monitor,Display,8.0,268.38,2147.08,South,Regular
13999,2023-05-10,Monitor,Display,6.0,315.95,1895.67,East,Premium
14830,2023-08-03,Monitor,Display,7.0,290.45,2033.16,Central,Regular
11493,2022-08-06,Webcam,Accessories,5.0,52.13,345.85451625350277,North,Regular
11327,2022-07-09,Motherboard,Components,3.0,172.99,518.96,Central,VIP
13770,2023-04-13,Headphones,Audio,2.0,90.89,181.77,South,New
12528,2022-12-06,CPU Cooler,Components,8.0,34.8,278.38,Central,New
12465,2022-11-25,Keyboard,Accessories,3.0,47.34,142.02,North,Premium
11348,2022-07-16,Laptop,Computers,8.0,813.41,6507.3,Central,VIP
10603,2022-04-11,Keyboard,Accessories,3.0,53.49,160.46,West,VIP
11616,2022-08-15,Headphones,Audio,7.0,81.49,570.44,West,Regular
15388,2023-10-06,USB Cable,Accessories,3.0,9.54,28.61,North,Premium
13030,2023-01-08,USB Cable,Accessories,8.0,9.53,76.23,North,Premium
10624,2022-04-07,Mouse,Accessories,1.0,22.8,22.8,East,Regular
15558,2023-11-02,Graphics Card,Components,2.0,542.57,1085.13,North,Regular
15776,2023-11-19,SSD,Storage,8.0,169.83,1802.7132605993304,East,New
10307,2022-02-25,Graphics Card,Components,6.0,479.32,2875.94,Central,Regular
12013,2022-10-09,Laptop,Computers,3.0,813.73,2441.18,Central,Premium
15874,2023-11-20,Mouse,Accessories,8.0,23.43,187.43,East,Regular
12668,2022-12-10,Hard Drive,Storage,7.0,106.86,748.04,South,Regular
14165,2023-06-09,CPU Cooler,Components,5.0,35.4,176.98,South,VIP
15624,2023-11-04,Webcam,Accessories,2.0,59.82,119.63,East,Premium
15898,2023-11-14,Hard Drive,Storage,4.0,101.43,405.74,West,Premium
13418,2023/03/14,Power Supply,Components,3.0,76.58,229.73,Central,Premium
15381,2023-10-19,Hard Drive,Storage,1.0,109.94,109.94,Central,Premium
12498,2022-12-06,SSD,Storage,4.0,171.41,685.64,North,Premium
11066,2022-06-06,Headphones,Audio,7.0,69.67,487.69,North,VIP
12659,2022-12-13,Mouse,Accessories,5.0,24.64,123.19,West,VIP
15405,2023-10-23,Mouse,Accessories,8.0,22.63,181.06,South,VIP
13918,2023-05-06,Webcam,Accessories,3.0,52.67,158.01,West,Regular
11160,2022-06-05,Monitor,Display,8.0,271.03,2168.2,East,Premium
14783,2023-08-05,Power Supply,Components,6.0,82.02,492.13,West,Premium
10454,2022-03-15,SSD,Storage,7.0,132.15,925.04,North,New
15025,2023-09-11,Headphones,Audio,3.0,75.2,225.61,East,Regular
12939,2023-01-21,Hard Drive,Storage,1.0,89.47,89.47,North,New
11744,2022-09-25,Graphics Card,Components,4.0,432.81,1731.22,East,VIP
12653,2022-12-01,Graphics Card,Components,7.0,507.5,3552.53,North,Premium
14449,2023-07-04,Case,Components,8.0,63.54,508.33,North,VIP
14456,2023-07-05,CPU Cooler,Components,3.0,36.74,110.21,Central,Regular
13902,2023-05-02,Monitor,Display,5.0,289.43,1447.16,West,Regular
11559,2022-08-13,Headphones,Audio,4.0,73.59,294.37,Central,Regular
11777,2022-09-24,Keyboard,Accessories,7.0,55.98,391.83,East,New
10839,2022-05-09,Keyboard,Accessories,7.0,50.09,350.66,Central,Regular
14037,2023-05-20,Power Supply,Components,2.0,98.48,261.3347100486837,East,Premium
15267,2023-10-14,RAM,Components,2.0,70.12,140.25,South,Premium
14833,2023-08-25,Hard Drive,Storage,5.0,108.07,540.37,North,New
12108,2022-10-24,Laptop,Computers,2.0,910.88,1821.76,East,VIP
14048,2023-05-17,Mouse,Accessories,6.0,23.97,143.8,South,VIP
15643,2023-11-19,Power Supply,Components,4.0,76.99,307.98,East,New
12918,2023-01-01,Mouse,Accessories,7.0,25.68,179.76,East,Premium
13847,2023-05-19,Laptop,Computers,6.0,802.98,4817.9,Central,VIP
16173,2023-12-24,Monitor,Display,8.0,305.16,2441.28,North,VIP
15996,2023-12-25,CPU Cooler,Components,2.0,39.73,79.46,West,VIP
12370,2022-11-04,Graphics Card,Components,7.0,489.1,3423.7,West,Regular
15245,2023-10-16,Headphones,Audio,6.0,85.13,510.8,West,Regular
12221,2022-11-14,Monitor,Display,4.0,279.55,1118.21,South,Premium
13361,2023-03-12,Motherboard,Components,1.0,209.3,209.3,North,Regular
10261,2022-02-12,Webcam,Accessories,5.0,57.97,289.87,East,Regular
10195,2022-02-03,Power Supply,Components,7.0,76.88,538.13,Central,Regular
11388,2022-07-21,Case,Components,7.0,80.07,560.48,West,New
10355,2022-03-05,Case,Components,4.0,60.16,240.65,North,Premium
12391,2022-11-24,Webcam,Accessories,7.0,54.44,381.06,North,New
15552,2023-11-13,Headphones,Audio,7.0,73.01,511.05,Central,VIP
11489,2022-08-04,Graphics Card,Components,8.0,499.34,3994.69,Central,Regular
13480,2023-03-01,Laptop,Computers,7.0,847.65,5933.54,West,Premium
10191,2022-02-24,USB Cable,Accessories,3.0,9.1,27.31,Central,New
11518,2022-08-01,SSD,Storage,2.0,133.91,267.82,West,Premium
11667,2022-09-10,SSD,Storage,2.0,139.81,279.61,Central,VIP
13804,2023-04-16,Keyboard,Accessories,7.0,54.09,378.6,Central,Premium
13463,2023-03-26,Graphics Card,Components,5.0,491.02,2455.12,Central,New
